text;label
Napięcie ciągle wzrasta, wsiada więc ta niewiasta;taco
I nawet nie wie, co powie ojcu;taco
A potem, że może to tylko jakieś nieznaczne straty, że nie wszyscy zginęli;duda
Bardzo dziękuję wszystkim, którzy to przygotowywali;duda
Marynarka Versace. Rubin sygnetu się świecił jak na Żylecie race;taco
Cały ten program tarczy antykryzysowej jest ogromnie ważny dla polskiego społeczeństwa, dla przedsiębiorców, pracowników – dla całej gospodarki;duda
Byłem, widziałem;taco
Potrzebujemy jedności i współpracy, a nie wrogości i konfliktu;duda
Znów mam ustawienia fabryczne;taco
Powoduje stres, wzmaga nerwowość i lęk;duda
I tu dwa elementy;duda
Gdy się pierwszy raz czułem męsko (ayy, ayy) zapragnąłem nigdy już nie spać (ayy, ayy);taco
W takim samorządzie, gdzie jest kilka, kilkanaście tysięcy mieszkańców, każdy zna każdego;duda
To miasto brudne jak Wisła;taco
Gasną latarnie i gaśnie w tych ludziach dobroć;taco
Mocno biją i łapią cię gdzieś pod szyją;taco
Kręcę się po mieście z wiecznie zblazowaną miną;taco
Straciłem mojego Prezydenta, wspaniałego szefa i nauczyciela, cudowną Pierwszą Damę Marię Kaczyńską;duda
Uśmiechałem się przedwczoraj, mówiąc do moich kolegów, że może to są właśnie te najbardziej namacalne efekty mojej pracy politycznej – te sale gimnastyczne, które stoją dzisiaj w Krakowie, z których korzysta młodzież, a o które zabiegałem wtedy;duda
On już dzisiaj, dzięki swojej funkcji, dzięki temu spiętrzeniu, które widzimy w tej chwili, które w wyniku remontu zostanie jeszcze co najmniej o metr podniesione, zapewnia nawodnienie bezpośrednio ponad dwudziestu hektarom otaczających nas gruntów, a wpływ nawodnieniowy ma na ponad dwieście hektarów tutaj dookoła;duda
Ale niezależnie od tego – ponieważ rzeczywiście te okresy suszy są problemem ostatnich lat – zdecydowaliśmy, że zostanie przygotowana specjalna ustawa, która pomoże rozwiązać ten poważny w tej chwili w Polsce problem hydrologiczny;duda
Kiedy hajs znika, biorę już wszystko, szybko jak trzeba to zrobię też Vanish;taco
Wracam i widzę awizo;taco
Zapisałem numer telefonu 5-1-5 na rękach (5-1-5);taco
Przypada też w szczególnym dla chrześcijan, symbolicznym dniu – w Wielki Piątek;duda
Jeszcze nie zdążyłem włączyć telewizora, by obejrzeć transmisję z uroczystości w Katyniu, kiedy rozległ się dzwonek telefonu;duda
Chciałbym, by postrzegali to Państwo jako wydarzenie historyczne i symboliczne;duda
Gorąco dziękuję za opiekę nad osobami samotnymi, starszymi;duda
I wycofają się jak Bakayoko, Baka-Bakayoko;taco
Obserwacja tych widoków, moje nowe hobby;taco
Jak grzesznik co rzuca dychą na tacę;taco
Miasto w poranek jest nudne jak kultura hip-hop;taco
A jednak udało nam się, a jednak dzisiaj jesteśmy jednym z najlepiej rozwijających się krajów Europy Środkowej;duda
Są tu uzgodnione tryby postępowania, będą m;duda
Podawałem już wczoraj przykład ze Starego Sącza – kiedyś pan burmistrz niezwykle mnie zdziwił;duda
Kiedy mówi, że mnie nie chce, nie rozumiem, czego ona może chcieć;taco
Jakiś typek mnie szuka, twierdzi, że skradłem mu żonę;taco
Te 5-1-5;taco
W samej onkologii to jest wzrost z 7,2 mld do ponad 11 miliardów;duda
Miałem tróję z podstaw przedsiębiorczości;taco
Daj opiękę. Całuj mnie jak Honecker;taco
Słyszałem, że coś mruczysz, więc powiedz to reszcie sali;taco
Bo gdziekolwiek żyjemy, wszędzie gromadzimy się pod biało-czerwonymi barwami, aby razem uczcić łączące nas więzi tożsamości, dziedzictwa, wartości, aspiracji i dążeń;duda
Wracasz z mandatem do domu się bojąc, że cię własna matka nie pozna;taco
Wracam i widzę awizo. Awizo. Awizo;taco
Już wiem! Znowu nie uzupełniłem płynów;taco
Kac gigant i pizza na tłustym cieście;taco
Z jednej strony kupować polskie produkty – to apel do wszystkich konsumentów, do wszystkich moich rodaków, a do tych, którzy zajmują się w Polsce przetwórstwem mleka bardzo gorący apel stąd, z rodzinnego gospodarstwa rolnego, mlecznego, żeby kupować mleko od polskich rolników, od polskich producentów;duda
Nie będę się produkował, bo wszystko już opowiedziała Masłowska;taco
Myślimy o tym w dniu 3 maja, jako obywatele Polski na powrót wolnej, niepodległej, suwerennej, opartej na własnej Konstytucji, która wszystkich nas obowiązuje;duda
Poprzez zabezpieczanie tym samym przed suszą;duda
W dzień odsypiam nocne zabawy, szczerze mówiąc wciąż mam ten nawyk;taco
Nie pamięta o mnie świat (świat);taco
Znowu piją szybko, najpierw Pinot Grigio;taco
Wybrały się do klubu z koleżankami z UW;taco
Nie czuję dźwięku tego bulgoczącego lęku;taco
Jestem ateistą, ale niech mi dobry Pan pomoże..;taco
Kawiarnie, kluby, no i klubokawiarnie;taco
Nowy etap na tej drodze budowania naszej pomyślności rozpoczął się 16 lat temu, kiedy nasz kraj wstąpił do Unii Europejskiej;duda
Że siedzę z kolegami i cię ignoruję;taco
Koniec lipca, za chwilę już znów zima;taco
Te 5-1-5;taco
Jego oprawcy słuchać tylko chcą trueschool (Chcą trueschool);taco
Kiedyś od święta, w weekendy, a teraz to tak sobie à propos, à propos;taco
Białe wino kupione w Tesco, pierwsze miejsce na jakichś testach;taco
Taco. Jedyny raper, który robi moussakę;taco
Rada Bezpieczeństwa Narodowego, która zebrała się przed chwilą, omawiała projekt tarczy antykryzysowej, bo to był dzisiaj podstawowy element naszej długiej, prawie trzygodzinnej dyskusji;duda
To są już fakty, to są już zmiany, które nastąpiły w rządzie;duda
rocznicę tamtej tragedii, nie mogliśmy spotkać się, by razem, biorąc udział w marszach pamięci i innych publicznych wydarzeniach, uczcić pamięć tych, których wówczas utraciliśmy;duda
Ale to jest właśnie zasługa polskich rolników i stąd apel o to, żeby szanować pracę polskiego rolnika;duda
(Oh-o-o), bardzo proszę, wyrastają guzy, niby Karkonosze;taco
Mamy problem polegający na tym, że u nas ta woda retencjonowana stanowi zaledwie 6,5 % wód;duda
Wracam i widzę awizo;taco
Później rozmawiałem jeszcze osobiście na ten temat z europejskimi przywódcami – bo choćby z Panem Prezydentem Niemiec, Frankiem-Walterem Steinmeierem, również omawialiśmy temat przyszłych działań inwestycyjnych właśnie związanych z odbudową gospodarczą Europy, w sposób bardzo ramowy mówiąc wstępnie o propozycji francusko-niemieckiej kilka dni temu w rozmowie telefonicznej;duda
Zgłaszaj nieprzygotowanie;taco
To dlatego potem, kiedy ubiegałem się o urząd Prezydenta Rzeczypospolitej, ten kontakt z rodakami był dla mnie najważniejszy i dlatego postanowiłem wtedy objechać wszystkie powiaty w Polsce, spotkać się z moimi rodakami tam, gdzie oni mieszkają;duda
Nie szarpnę się na Chardonnay, to nie jest celem bifora;taco
Podejmujemy wszelkie możliwe działania, by jak najsprawniej walczyć z epidemią, by w największym stopniu ochronić społeczeństwo przed zachorowaniami;duda
Wchodzi do środka, siada, więc każdy pan siada też;taco
Oni palą papierosy, na karkach osiada ciecz;taco
A pan burmistrz stanął i mówi: Tomek, Marek, coś tam, a oni: Panie burmistrzu… On znał ich wszystkich po imieniu;duda
Każdy myśli, że jest Khal Drogo;taco
I ludzi, którzy gubią wątek;taco
O to wszystkich Państwa – moich rodaków – gorąco proszę, o to apeluję w tę 10;duda
Mam nadzieję, że dla młodych ludzi to Centrum Badawczo-Rozwojowe, gdzie będą prowadzone badania nad nowoczesnymi technologiami, stanie się szansą, aby po studiach poszukiwać pracy ambitnej, rozwijającej, takiej, której wielu ludzi do niedawna poszukiwało gdzieś na zachodzie Europy;duda
Jeszcze w sobotę zgłosiłem bardzo ważny postulat, dzisiaj dodatkowo mocno go podkreśliłem, by polscy rolnicy – nie tylko ci, którzy prowadzą produkcję rolną, tę wielkotowarową, ale także ci, którzy po prostu prowadzą rodzinne gospodarstwa rolne, często zatrudniając kilku pracowników – zostali potraktowani tak, jak są traktowani przedsiębiorcy;duda
Muszę powiedzieć Państwu, że zrobiło to na mnie ogromne wrażenie;duda
Nie pamięta o mnie świat (świat);taco
Nadal lękamy się o swoje zdrowie, nadal stosujemy środki zapobiegające rozprzestrzenianiu się zakażeń i zachorowań;duda
Polskość zrosła się z chrześcijaństwem już od chrztu księcia Mieszka, który 1054 lat temu dał początek naszej historii narodowej i państwowej;duda
Opętany ziomek sobie myli kroki osiem godzin;taco
Znowu cię widzę, sobie siedzisz przy Wiśle;taco
Prace – oczywiście – będą trwały;duda
Pan Prezydent powiedział, że mamy, jako Polska z ich strony zielone światło do tego, aby takich zakupów dokonywać i takie zakupy są dokonywane;duda
Działając wspólnie, w poczuciu narodowej jedności i solidarności, jak dotąd zapobiegliśmy lawinowemu wzrostowi liczby zakażonych;duda
Znowu robią dziwne ruchy jak Hotline Bling;taco
Ambitny naród, jak powiedziałem na wstępie, ambitne państwo i społeczeństwo nie wycofuje się z inwestycji;duda
Zapisałem na ramionach te 5-1-5;taco
Ona wypuszcza już bucha i duka;taco
To właśnie wielkie inwestycje i szeroko zakrojona w sensie finansowym działalność inwestycyjna wyprowadzała kraje z kryzysów gospodarczych;duda
Uciekałem przed Strażą Miejską i nie bałem się, bowiem ten strach;taco
Dlaczego o tym mówię? Bo wczoraj została już oficjalnie ogłoszona idea stworzenia europejskiego funduszu odbudowy, który ma się stać środkiem zaradczym na kryzys gospodarczy, do którego doprowadziła Unię Europejską epidemia koronawirusa, uderzając w gospodarki właściwie wszystkich europejskich krajów – choć w jedne bardziej, a w inne mniej, jak doskonale wiemy;duda
Pora na antrakt, chyba trzeba się zapytać chóru;taco
To była największa tragedia w powojennej historii Polski;duda
Czarne dziury się podają za polarne zorze;taco
My ze swojej strony też będziemy czynili wszystko, by zapewnić Państwu możliwości ochrony w jak największym stopniu;duda
Chcę wszystkich Państwa zapewnić, że ze swojej strony będziemy dokładali wszelkich starań, abyście służąc, byli wyposażeni w jak najlepszy sprzęt;duda
(NASTĘPNA STACJA): litr wina i pół wódki;taco
Deszcze, burze od skroni po móżdżek, tu dopiero Służew;taco
Ja pamiętam, jakby to było wczoraj;duda
Zachęca do tego, aby się do tworzenia tych centrów usług społecznych przymierzyć i spróbować, bo jestem przekonany, że ta przygotowana przez ekspertów – przez naukowców, ale również i przez praktyków samorządu terytorialnego – inicjatywa dobrze przysłuży się temu, aby poprawić jakość świadczenia usług dla mieszkańców w jednostkach samorządu terytorialnego;duda
Wyrastają guzy, niby Karkonosze;taco
Twoje biodra są jak winyl, więc jeszcze je kręć;taco
Wydaje mi się, że jest to zadanie bardzo ważne i jest naszym wręcz, powiedziałbym, dziejowym obowiązkiem wobec tak gigantycznej kwoty, jaka będzie przeznaczona na ten fundusz odbudowy – to jest w sumie w tej przestrzeni globalnej, europejskiej, około 750 miliardów euro, z czego ponad 63 miliardy byłyby w gestii polskiej – w związku z czym stworzenie jak najlepszych możliwości wykorzystania tych pieniędzy także, czy może przede wszystkim, przez jednostki samorządu terytorialnego, musi stanowić zadanie fundamentalne i w moim przekonaniu stanowi również i wyzwanie;duda
Twoje biodra są jak winyl, więc jeszcze je kręć;taco
Pamiętajmy, że niestety specyfika tego wirusa jest taka, że przez pewien czas on może być całkowicie bezobjawowy, nie zdajemy sobie sprawy z tego, że jesteśmy zainfekowani, a możemy w tym czasie infekować innych;duda
Otwórz tylko usta i zawartość wlewaj wewnątrz;taco
Dziękuję wszystkim, którzy odpowiedzialnie się zachowują, by chronić zdrowie swoich najbliższych, a także innych ludzi i – oczywiście – swoje;duda
Dziękuję Państwu z całego serca, że poprzez swój wkład tutaj, w małą ojczyznę, w Wasz Piątek, czynicie także wielki wkład w rozwój Rzeczypospolitej;duda
Głęboko w to wierzę, że jeżeli mamy rzeczywiście rozwijać Rzeczpospolitą, jeżeli ona ma pięknieć, jeżeli ona ma wzrastać, jeżeli my mamy zajmować miejsce takie, jak ambitnie chcemy zajmować, czyli miejsce jednego z największych, najbardziej ludnych krajów Unii Europejskiej i konkurować z innymi, to przede wszystkim musimy starać się działać jak najbardziej zgodnie;duda
Te bestie się strachem żywią, a jedząc twą dusze tyją.;taco
Kurwa mać. O, siema? Panie Bohema?;taco
Licz tych followersów, ja sukcesy mierzę w płytach;taco
Oprócz tej funkcji przeciwpowodziowej, którą być może będzie także spełniał, przede wszystkim będzie mam nadzieję spełniał w najbliższej przyszłości funkcję nawodnieniową;duda
Więc, proszę Państwa, praca – nie kłótnie, miejsca pracy – nie awantura;duda
Ty się obudzisz, bo wczoraj to każdy w tym klubie już ćpał srogo;taco
od celebrytów, którzy poznali mnie po Taconafide;taco
Ale to chyba jest złudzenie optyczne;taco
Oprócz tego jakieś sto tysięcy książek na półce;taco
Przedniojęzykowe ł, a ja cierpię katusze teraz;taco
Już trwa tu licytacja kto gorszy ma jakiś problem;taco
Żołnierz, jego życie, jego hart ducha, przygotowanie, służba – są najcenniejsze, są absolutnie bezcenne;duda
Ja też ci ich nie zadam, po prostu mnie nie ciekawisz;taco
Za małe to miasto, za mały ten parkiet;taco
Znowu po tych klubach żonglerka jak Dele Alli;taco
Wszystko tak à propos;taco
Tyle hajsu... Pewnie mogą kupować w Almie, huh?;taco
I wycofają się jak Bakayoko, Baka-Bakayoko;taco
Kto Fifiemu poda rękę kiedy zaniemoże?;taco
W korkach jesteśmy o krok od rekordu;taco
Bo to strata czasu, ayy;taco
gdzie warto bywać i jak przeciwdziałać zmarszczkom;taco
W wielu polskich rodzinach ten ból związany był ze stratą kogoś najbliższego: mamy czy taty, brata lub siostry, męża, żony, córki czy syna;duda
Czy iść się z panem bratać z dala od tego tłumu?;taco
Mówię pokazujemy – my, jako polskie społeczeństwo;duda
Tak że budynek znajdzie swoje dodatkowe, nowe wykorzystanie, będąc nowoczesnym, a jednocześnie zachowując swoją historyczną substancję;duda
Jak ryby pana Jezusa;taco
A u nas, widzieliście Państwo, w momencie, kiedy wybuchła epidemia koronawirusa, wydawało się, że nadchodzi kryzys, w pierwszych dniach nastąpił ten run na sklepy;duda
Jakieś pół wypłaty poszło mi na guacamole;taco
Kilka kroków w przód i wsiadają do Grosika;taco
Jeden koma trzy koła dla fiskusa w tym roku;taco
To jest zasługa w przeważającej, ogromnej części właśnie Państwa, tych, którzy na szczeblu lokalnym realizują na co dzień swoje zadania, będąc w kontakcie z mieszkańcami;duda
Widzą gwiazdy jak Michelin;taco
Pod czerwonym neonem Rossman (Ej);taco
Tak mnie wkurwia, kiedy nie odbierasz;taco
I tam między innymi była poruszona kwestia dotycząca tych przedsiębiorców, którzy rozpoczęli swoją działalność przed 1 marca tego roku;duda
Wyglądasz anorektycznie, ja ciebie dzisiaj nakarmię, życie dam wieczne;taco
Prowadziliśmy m;duda
To wojna polsko-polska;taco
Ogromnie za to dziękuję;duda
W ostatnich dniach kwietnia – dokładnie 29 kwietnia – wystosowałem list do moich koleżanek i kolegów, do przywódców państw i organizacji Unii Europejskiej, do przywódców państw bałkańskich, a także państw Partnerstwa Wschodniego, przedstawiający pewną bardzo ramową propozycję na przyszłość, mówiący o priorytetach, którymi w tej chwili powinniśmy się kierować w dalszej polityce, właśnie zmierzając do wyjścia z kryzysu związanego z pandemią koronawirusa i odbudowy prosperity oraz gospodarki europejskiej;duda
I zagryźć nim zimną wódkę by milej ci było moknąć;taco
Gdy nie wiem jak rozpocząć, mam drugą zwrotkę;taco
Samice łypią na samce, jakaś jest spina na bramce;taco
Nie mogliśmy nawet spędzić razem Świąt Wielkanocnych, bo żeby zapobiec chorobie, musimy stosować zasadę ograniczania kontaktu z innymi ludźmi;duda
Chciałem być jak Takeoff*;taco
By godnie zastąpić tych wybitnych przedstawicieli, których 10 lat temu straciliśmy;duda
I sześć szlugów, byś palił i snuł smutki;taco
Wypili moją krew na hejnał (nie pierwszy raz);taco
Tylko ty i ja i tego miasta brudne palarnie;taco
Czas epidemii to był – i jest także – czas bardzo szczególnej próby dla Panów formacji, dla Straży Granicznej, kiedy trzeba było nagle zacząć wykonywać obowiązki, które w wielu przypadkach do tej pory były wyłącznie ćwiczone;duda
Gdy lekarz dokonuje wywiadu, gdy pyta, gdzie przebywaliśmy, gdzie byliśmy, bardzo proszę mówić prawdę, bo jest to niezwykle ważne dla walki z epidemią;duda
Szczerze mówiąc, mi wystarczy Peugeot;taco
Widzę jednak, że niechętna, dobry Panie Boże;taco
Wspaniali ludzie;duda
Tworzy ją pakiet działań na niespotykaną dotąd skalę;duda
Cały ten koks (wszystko tak à propos);taco
Wjechałem jak Conrado, o kurwa, jesteście cali?;taco
Nie wiem skąd ten smutek, znów mnie dopadł czerwiec (czerwiec);taco
Myśląc jeszcze jakim trunkiem koleżankę ugości;taco
Ale to także ambitne tereny inwestycyjne, gdzie samorządy z wizją chcą tworzyć, rozwijać swoje lokalne wspólnoty poprzez tworzenie nowych miejsc pracy;duda
Tak właśnie staram się działać i taką właśnie Polskę staram się tworzyć;duda
Daj mi spokój, mam zły humor gdy podnoszę powiekę;taco
Najpierw - narkotyki, potem - czar muzyki;taco
To nie tak, to nie tak, to nie tak, to nie tak;taco
i 30;duda
Czar się ziścił, uh-huh, czar się ziścił;taco
Na mych słuchawkach Migos, kiedyś to prędzej Beatlesi;taco
Teraz widzi gdzieś go w tle, więc łapie oddech;taco
Tak mnie irytuje, gdy nie odpisujesz (ej, hej, hej);taco
Tym, którzy czekają na Was w domu, kiedy idziecie służyć, czy kiedy wykonujecie zadania, bo Wojska Specjalne mają to do siebie, że wykonują zadania nie tylko na obszarze Rzeczypospolitej Polskiej, jeżeli jest taka potrzeba, a na co dzień ćwiczą;duda
Od tamtej pory udało nam się bardzo wiele dokonać;duda
Upłynęło tyle lat, nie wiem kiedy to minęło nawet;taco
Poleciałem pisać wersy w Café Belga;taco
To jest właśnie taka Polska, która, chciałbym, żeby była, i żebyśmy jej doświadczali w coraz większym stopniu;duda
Musimy być elastyczni, rozumiemy to;duda
Prosto w krew, serce i sedno, wszystko jedno;taco
Bardzo dziękuję, że na poziomie samorządowym ona jest;duda
Słyszę grę na krześle, to musi być Centrum;taco
Oto przechodzą obok niej, panie, panowie, co za scena!;taco
Co w czasach kryzysu jest bardzo ważne? Że te przetargi będą mogły być wykonywane przez małe, polskie firmy rodzinne, i że w związku z tym będą stanowiły także poważne wsparcie dla naszych przedsiębiorców, dla naszej gospodarki;duda
To oczywiście także ten program wielkiej retencji – perspektywa najbliższego szeregu lat;duda
Ta rozmowa odbyła się wczoraj;duda
Nie jest to czas wycofywania się z żadnych wielkich inwestycji;duda
Bardzo serdecznie proszę, żeby te pozdrowienia ode mnie koniecznie w domu przekazać;duda
Ktoś inny płytę o mnie wydał, na mnie robi kabonę;taco
W tych klubokawiarniach;taco
Byłem z Maćkiem i Borisem, byłem tam z Łukaszem;taco
Zapisałem na ramionach te 5-1-5;taco
Te rozwiązania powinny być również stosowane wobec takich osób, które – tak, jak powiedziałem – tę swoją działalność gospodarczą rozpoczęły przed 1 marca 2020 roku i mam nadzieję, że takie zmiany zostaną wprowadzone;duda
Wiem co myślicie. Czemu jej tutaj nie ma?;taco
W najbliższych dniach możemy spodziewać się kolejnych samolotów;duda
A to oznacza, że znasz swoją wartość, rozumiesz sferę swoich praw, rozumiesz swoje miejsce na ziemi, swoje miejsce w Europie, rozumiesz swój potencjał, który jest i ma charakter obiektywny;duda
Mój przyjaciel skończył skacowany w izbie wytrzeźwień;taco
SMS od mamy, czekaj, muszę go przeczytać;taco
Że siedzę z kolegami i cię ignoruję;taco
Bo taka była jego historia, a tamten akt z całą pewnością rodziny tu mieszkające nie tylko uważały za niesprawiedliwy, lecz w gruncie rzeczy także za złamanie praw;duda
Chciał nauczyć cię wszystkiego, co za niedorzeczność;taco
Nie jest dla nikogo tajemnicą, że we wszystkich głęboko w kryzysowych sytuacjach to właśnie inwestycje stawały się mocą napędową gospodarek;duda
Ale low-key fascynują twoje loki;taco
Akordeonista wsiadł na stacji Uniwersytet;taco
Rozmawiają o kobietach, kiedy mijamy Wierzbno;taco
Potem – że może ktoś się uratował;duda
Najpierw kazali pozować;taco
Otwórz tylko usta i zawartość wlewaj wewnątrz;taco
Widzę znowu same dzikie brednie;taco
Żaden z was jej nie widział, więc w ogóle co to za ściema?;taco
Dzisiaj otrzymałem rządowy projekt specjalnej ustawy określanej jako tarcza antykryzysowa;duda
Uśmiechając się pięknie, łapie tamtą za rękę;taco
My, oczywiście, robimy wszystko, by temu zapobiec;duda
Musi śpiewać tu z Jagiełłą i Zygmuntem Starym;taco
Jedząc kanapkę, strasznie mlaszcze chłopak;taco
W związku z czym ryzyko takiej działalności jest większe niż na poziomie centralnym;duda
Stanik na ziemi, szminka na blancie, oni jak biorą te divy na randkę;taco
To była bardzo dobra rozmowa, przedstawiłem Panu Prezydentowi sytuację jaka u nas występuje;duda
Zapewne w życiu każdego żołnierza, każdego funkcjonariusza jest to moment zupełnie wyjątkowy, także dla Panów samych, ale także przecież i dla rodzin;duda
Nim to pojebane miasto mnie dopadnie;taco
To jest właśnie prawdziwy samorząd – dostrzeganie potrzeb mieszkańców;duda
Znajdź mnie tam gdzie +4822;taco
Nie chciałem nigdy mainstreamu, ale nie chciałem ciekawostką być na pięć minut;taco
Wszystkim którzy pozostają na dnie;taco
Czasem WWA mi opór przypomina kobietę;taco
Proszę Państwa!Jeszcze na zakończenie – dzisiaj do południa dwa rzeczywiście istotne wydarzenia miały miejsce tutaj, w Pałacu Prezydenckim;duda
W sierpniu wnętrze auta jak piekło, w głowie ciągle lat mam dwadzieścia;taco
Wokoło szczekają psinki, szukają Sary bo każdy jest Bogusiem Lindą, o;taco
Nasze romanse ustępują wszystkim Harlekinom;taco
i dlatego piszę o nich zwroty, to nasz kompromis;taco
tarczy antykryzysowej czyli te wszystkie przepisy, które mają  ochronić w naszym kraju miejsca pracy, ochronić przedsiębiorców;duda
Jesteśmy słusznie dumni ze swoich osiągnięć;duda
Kiedy wieczór zmienia się w świt, coś dobija się do mych drzwi;taco
Stary Sącz nie jest miastem dużym, kilka tysięcy mieszkańców;duda
Moim celem raczej spokój ducha a nie Maybach;taco
